FishID,cohort,pattern
MLL-6R7K-0911,911,23
MLL-6R8G-0911,911,9
MLL-6V7B-0911,911,23
MLL-1K7V-0912,912,5
MLL-1W6O-0912,912,27
MLL-2B7W-0912,912,7
MLL-2K3G5Y8W-0912,912,9
MLL-2R4W-0912,912,13
MLL-2W4W-0912,912,99
MLL-3G8O-0912,912,2
MLL-3R7G-0912,912,24
MLL-3W7V-0912,912,5
MLL-3Y6O-0912,912,12
MLL-4G6R-0912,912,26
MLL-4K6R-0912,912,15
MLL-4O6B-0912,912,25
MLL-4O6O-0912,912,7
MLL-4O6O7R-0912,912,12
MLL-4O7O-0912,912,22
MLL-4O7R-0912,912,29
MLL-4O7Y-0912,912,2
MLL-4R5G-0912,912,99
MLL-4R5O-0912,912,12
MLL-4R5R-0912,912,24
MLL-4R5Y-0912,912,21
MLL-4R6G-0912,912,9
MLL-4R6O-0912,912,7
MLL-4R6R-0912,912,5
MLL-4R6Y-0912,912,22
MLL-4R8B-0912,912,27
MLL-5B7B-0912,912,12
MLL-5W7W-0912,912,3
MLL-6Y7B-0912,912,26
MLL-6Y7G-0912,912,26
MLL-6Y8R-0912,912,29
MLL-7G8R-0912,912,99
MLL-7R8G-0912,912,12
MLL-7R8O-0912,912,26
MLL-7R8Y-0912,912,23
MLL-7Y8R-0912,912,15
MLL-7Y8Y-0912,912,24
MLL-1R7P-1001,1001,13
MLL-1W6V-1001,1001,23
MLL-2B7V-1001,1001,25
MLL-2K5O-1001,1001,17
MLL-2K5P-1001,1001,21
MLL-2K5R-1001,1001,99
MLL-2K6G-1001,1001,29
MLL-2K7G-1001,1001,14
MLL-3B4W-1001,1001,8
MLL-3G4W-1001,1001,5
MLL-3K8V-1001,1001,11
MLL-3R7W-1001,1001,21
MLL-3V8O-1001,1001,12
MLL-4B6O-1001,1001,12
MLL-4K6K-1001,1001,18
MLL-4K6O-1001,1001,23
MLL-4K6P-1001,1001,25
MLL-4K6V-1001,1001,26
MLL-4K6Y-1001,1001,17
MLL-4K7B-1001,1001,29
MLL-4K7G-1001,1001,3
MLL-4K7K-1001,1001,24
MLL-4K7O-1001,1001,5
MLL-4K7P-1001,1001,22
MLL-4K7R-1001,1001,99
MLL-4K7V-1001,1001,27
MLL-4K7W-1001,1001,3
MLL-4K7Y-1001,1001,22
MLL-4K8B-1001,1001,26
MLL-4K8G-1001,1001,3
MLL-4K8P-1001,1001,11
MLL-4K8R-1001,1001,99
MLL-4K8V-1001,1001,6
MLL-4K8Y-1001,1001,13
MLL-4O5Y-1001,1001,17
MLL-4O8G-1001,1001,24
MLL-4R7K-1001,1001,99
MLL-4R7O-1001,1001,25
MLL-4R7P-1001,1001,26
MLL-4R7Y-1001,1001,28
MLL-4R8G-1001,1001,15
MLL-4R8K-1001,1001,23
MLL-4R8O-1001,1001,14
MLL-4W7W-1001,1001,15
MLL-5G7P-1001,1001,5
MLL-6G7G-1001,1001,13
MLL-6K7V-1001,1001,23
MLL-6P7V-1001,1001,6
MLL-6R7G-1001,1001,5
MLL-1K6W-1002,1002,13
MLL-1O6W-1002,1002,11
MLL-2G6B-1002,1002,17
MLL-2K8W-1002,1002,14
MLL-2O4W-1002,1002,99
MLL-2O8W-1002,1002,27
MLL-2R8W-1002,1002,20
MLL-2W4G-1002,1002,2
MLL-2W4V-1002,1002,2
MLL-3K7W-1002,1002,3
MLL-3O7W-1002,1002,99
MLL-3W7G-1002,1002,13
MLL-4B8R-1002,1002,99
MLL-4G8W-1002,1002,13
MLL-4K8K-1002,1002,21
MLL-4K8O-1002,1002,99
MLL-4O5O-1002,1002,7
MLL-4O5V-1002,1002,5
MLL-4O6V-1002,1002,24
MLL-4O6Y-1002,1002,21
MLL-4O7B-1002,1002,12
MLL-4O7K-1002,1002,99
MLL-4O7V-1002,1002,12
MLL-4O7W-1002,1002,26
MLL-4O8K-1002,1002,24
MLL-4O8O-1002,1002,27
MLL-4R5B-1002,1002,12
MLL-4R5K-1002,1002,99
MLL-4R5P-1002,1002,23
MLL-4R5V-1002,1002,22
MLL-4R6B-1002,1002,21
MLL-4R6K-1002,1002,21
MLL-4R6P-1002,1002,14
MLL-4R6V-1002,1002,5
MLL-4R7B-1002,1002,11
MLL-4R7G-1002,1002,23
MLL-4R7R-1002,1002,20
MLL-4R7V-1002,1002,99
MLL-4W7B-1002,1002,15
MLL-4W7G-1002,1002,22
MLL-5O8W-1002,1002,17
MLL-5P8W-1002,1002,99
MLL-5V8W-1002,1002,99
MLL-5W8B-1002,1002,5
MLL-5W8V-1002,1002,99
MLL-1P6W-1003,1003,6
MLL-1W2K-1003,1003,12
MLL-1W2R-1003,1003,11
MLL-1W2V-1003,1003,24
MLL-1W5G-1003,1003,99
MLL-1W6B-1003,1003,14
MLL-1W6K-1003,1003,22
MLL-1W6W-1003,1003,24
MLL-2B8G-1003,1003,21
MLL-2G6Y-1003,1003,6
MLL-2O4W6W-1003,1003,99
MLL-2O6W-1003,1003,27
MLL-2P4W-1003,1003,26
MLL-2P8W-1003,1003,15
MLL-2V4W-1003,1003,20
MLL-2V8W-1003,1003,15
MLL-2W5B-1003,1003,27
MLL-2Y8O-1003,1003,11
MLL-3B7V-1003,1003,11
MLL-3G5O-1003,1003,17
MLL-3P7W-1003,1003,11
MLL-3V7W-1003,1003,5
MLL-4G7B-1003,1003,1
MLL-4G7V-1003,1003,12
MLL-4G8K-1003,1003,15
MLL-4G8R-1003,1003,99
MLL-4K5K-1003,1003,99
MLL-4K5P-1003,1003,28
MLL-4O5G-1003,1003,2
MLL-4O5P-1003,1003,1
MLL-4O5R-1003,1003,12
MLL-4O6G-1003,1003,13
MLL-4O6P-1003,1003,11
MLL-4O6R-1003,1003,99
MLL-4O7P-1003,1003,11
MLL-4O8P-1003,1003,23
MLL-4O8R-1003,1003,21
MLL-4O8V-1003,1003,7
MLL-4P5O-1003,1003,12
MLL-4P6K-1003,1003,99
MLL-4P7B-1003,1003,99
MLL-4P7G-1003,1003,21
MLL-4P7K-1003,1003,8
MLL-4P7P-1003,1003,11
MLL-4P7R-1003,1003,29
MLL-4P7V-1003,1003,7
MLL-4P7W-1003,1003,21
MLL-4P7Y-1003,1003,6
MLL-4P8B-1003,1003,21
MLL-4P8G-1003,1003,24
MLL-4P8O-1003,1003,23
MLL-4P8P-1003,1003,25
MLL-4P8R-1003,1003,25
MLL-4P8V-1003,1003,5
MLL-4P8Y-1003,1003,2
MLL-4R7W-1003,1003,6
MLL-4V7W-1003,1003,99
MLL-5B7Y-1003,1003,21
MLL-5B8K-1003,1003,11
MLL-5W8G-1003,1003,23
MLL-5W8R-1003,1003,11
MLL-6P8W-1003,1003,99
MLL-6W7P-1003,1003,15
MLL-7W8V-1003,1003,27
MLL-1G4W-1004,1004,4
MLL-1O2O6W-1004,1004,11
MLL-1O4W-1004,1004,19
MLL-1O6W-1004,1004,27
MLL-1P2W-1004,1004,2
MLL-1P5W-1004,1004,99
MLL-1W5W-1004,1004,14
MLL-1W6P-1004,1004,17
MLL-2B8V-1004,1004,24
MLL-2G5V-1004,1004,6
MLL-2G6P-1004,1004,99
MLL-2G6V-1004,1004,11
MLL-2G7V-1004,1004,6
MLL-2R3W-1004,1004,9
MLL-2W3G-1004,1004,23
MLL-2W3K-1004,1004,27
MLL-2W4B-1004,1004,1
MLL-2W4R-1004,1004,22
MLL-2W7B-1004,1004,5
MLL-2W8B-1004,1004,99
MLL-2W8K-1004,1004,20
MLL-2W8W-1004,1004,14
MLL-2Y7O-1004,1004,23
MLL-3B5Y-1004,1004,1
MLL-3B7R-1004,1004,99
MLL-3G6V-1004,1004,4
MLL-3G8K-1004,1004,99
MLL-3G8P-1004,1004,11
MLL-3K7O-1004,1004,24
MLL-3K8K-1004,1004,14
MLL-3R6K-1004,1004,25
MLL-3W7B-1004,1004,22
MLL-3Y7B-1004,1004,20
MLL-3Y7Y-1004,1004,11
MLL-4B5G-1004,1004,17
MLL-4B5R-1004,1004,22
MLL-4B6K-1004,1004,99
MLL-4B6Y-1004,1004,7
MLL-4B7O-1004,1004,23
MLL-4B8B-1004,1004,13
MLL-4G5B-1004,1004,24
MLL-4G5O-1004,1004,2
MLL-4G5R-1004,1004,23
MLL-4G5V-1004,1004,7
MLL-4G5Y-1004,1004,99
MLL-4G6V-1004,1004,9
MLL-4G7K-1004,1004,22
MLL-4G7P-1004,1004,23
MLL-4G7R-1004,1004,24
MLL-4G8O-1004,1004,11
MLL-4K8W-1004,1004,11
MLL-4O8W-1004,1004,3
MLL-4P5P-1004,1004,11
MLL-4P6Y-1004,1004,20
MLL-4P8K-1004,1004,15
MLL-4V8V-1004,1004,27
MLL-4W7V-1004,1004,27
MLL-4Y6R-1004,1004,23
MLL-5K6K-1004,1004,1
MLL-5K8R-1004,1004,17
MLL-5W7K-1004,1004,11
MLL-5W7V-1004,1004,11
MLL-5W8K-1004,1004,99
MLL-5W8O-1004,1004,29
MLL-5W8P-1004,1004,6
MLL-6R8B-1004,1004,1
MLL-6W7R-1004,1004,99
MLL-7B8W-1004,1004,11
MLL-7G8W-1004,1004,11
MLL-7V8O-1004,1004,23
MLL-7W8R-1004,1004,7
MLL-1G6P-1005,1005,12
MLL-2G6R-1005,1005,99
MLL-2G8P-1005,1005,12
MLL-2Y5O-1005,1005,8
MLL-2Y6G-1005,1005,1
MLL-2Y6O-1005,1005,99
MLL-2Y7B-1005,1005,8
MLL-2Y8P-1005,1005,9
MLL-3B5P-1005,1005,99
MLL-3B5R-1005,1005,13
MLL-3B6K-1005,1005,99
MLL-3B6O-1005,1005,7
MLL-3B6R-1005,1005,99
MLL-3B7G-1005,1005,99
MLL-3B7O-1005,1005,27
MLL-3B8O-1005,1005,27
MLL-3B8P-1005,1005,99
MLL-3G5V-1005,1005,99
MLL-3G5Y-1005,1005,23
MLL-3G6B-1005,1005,27
MLL-3G6R-1005,1005,25
MLL-3K7Y-1005,1005,11
MLL-3K8B-1005,1005,99
MLL-3K8G-1005,1005,99
MLL-3O5B-1005,1005,99
MLL-3O5O-1005,1005,99
MLL-3O5R-1005,1005,15
MLL-3O6P-1005,1005,17
MLL-3O6R-1005,1005,99
MLL-3O7O-1005,1005,7
MLL-3O7P-1005,1005,22
MLL-3O8B-1005,1005,7
MLL-3O8O-1005,1005,99
MLL-3O8P-1005,1005,11
MLL-3P6B-1005,1005,5
MLL-3P6O-1005,1005,23
MLL-3P6P-1005,1005,22
MLL-3P7B-1005,1005,5
MLL-3P7G-1005,1005,8
MLL-3P7K-1005,1005,6
MLL-3P7P-1005,1005,11
MLL-3P7R-1005,1005,24
MLL-3P8K-1005,1005,11
MLL-3P8O-1005,1005,99
MLL-3P8R-1005,1005,20
MLL-3R5B-1005,1005,25
MLL-3R5K-1005,1005,6
MLL-3R5O-1005,1005,3
MLL-3R5P-1005,1005,26
MLL-3R6B-1005,1005,3
MLL-3R6O-1005,1005,17
MLL-3R6R-1005,1005,1
MLL-3R8R-1005,1005,23
MLL-3V5B-1005,1005,12
MLL-3V8Y-1005,1005,99
MLL-3Y5B-1005,1005,14
MLL-3Y5G-1005,1005,12
MLL-3Y5K-1005,1005,7
MLL-3Y5P-1005,1005,4
MLL-3Y5V-1005,1005,21
MLL-3Y5Y-1005,1005,26
MLL-3Y6B-1005,1005,27
MLL-3Y6G-1005,1005,21
MLL-3Y6P-1005,1005,23
MLL-3Y6R-1005,1005,23
MLL-3Y6V-1005,1005,1
MLL-3Y6Y-1005,1005,18
MLL-3Y7P-1005,1005,21
MLL-3Y7R-1005,1005,1
MLL-3Y7V-1005,1005,26
MLL-3Y8K-1005,1005,5
MLL-3Y8O-1005,1005,27
MLL-3Y8P-1005,1005,99
MLL-3Y8R-1005,1005,9
MLL-3Y8V-1005,1005,23
MLL-4B5K-1005,1005,6
MLL-4B5O-1005,1005,12
MLL-4B6G-1005,1005,12
MLL-4B6P-1005,1005,99
MLL-4B7B-1005,1005,1
MLL-4B7G-1005,1005,29
MLL-4B7V-1005,1005,17
MLL-4B7Y-1005,1005,99
MLL-4B8G-1005,1005,5
MLL-4B8K-1005,1005,25
MLL-4B8V-1005,1005,15
MLL-4B8Y-1005,1005,22
MLL-4G5K-1005,1005,6
MLL-4G5P-1005,1005,23
MLL-4G6B-1005,1005,21
MLL-4G6P-1005,1005,99
MLL-4G6Y-1005,1005,99
MLL-4G7O-1005,1005,99
MLL-4G8P-1005,1005,3
MLL-4O5K-1005,1005,99
MLL-4O6K-1005,1005,99
MLL-4O8B-1005,1005,27
MLL-4O8Y-1005,1005,23
MLL-4P5B-1005,1005,2
MLL-4P5G-1005,1005,17
MLL-4P5K-1005,1005,26
MLL-4P5R-1005,1005,21
MLL-4P5V-1005,1005,14
MLL-4P5Y-1005,1005,2
MLL-4P6B-1005,1005,99
MLL-4P6G-1005,1005,3
MLL-4P6P-1005,1005,21
MLL-4P6R-1005,1005,99
MLL-4P6V-1005,1005,99
MLL-4P7O-1005,1005,17
MLL-1P4P5W6B-1006,1006,99
MLL-1V6W-1006,1006,5
MLL-2W8G-1006,1006,23
MLL-2W8P-1006,1006,6
MLL-3K8O-1006,1006,21
MLL-3K8P-1006,1006,99
MLL-3K8R-1006,1006,99
MLL-3K8Y-1006,1006,99
MLL-3O5G-1006,1006,17
MLL-3O5V-1006,1006,28
MLL-3O5V-1006,1006,28
MLL-3O5Y-1006,1006,21
MLL-3O6B-1006,1006,2
MLL-3O6G-1006,1006,4
MLL-3O6K-1006,1006,12
MLL-3O6O-1006,1006,11
MLL-3O7K-1006,1006,1
MLL-3O7R-1006,1006,21
MLL-3O8K-1006,1006,27
MLL-3P8P-1006,1006,99
MLL-3R6V-1006,1006,99
MLL-3R7R-1006,1006,21
MLL-3R8B-1006,1006,21
MLL-3R8O-1006,1006,99
MLL-3W7P-1006,1006,99
MLL-4B7R-1006,1006,9
MLL-4B8P-1006,1006,7
MLL-4P6O-1006,1006,17
MLL-4V8G-1006,1006,6
MLL-4W7K-1006,1006,9
MLL-4W7O-1006,1006,12
MLL-4Y8K-1006,1006,4
MLL-4Y8O-1006,1006,8
MLL-5B6P-1006,1006,24
MLL-5B6Y-1006,1006,23
MLL-5B7R-1006,1006,21
MLL-5B8B-1006,1006,9
MLL-5B8G-1006,1006,5
MLL-5B8V-1006,1006,23
MLL-5G6V-1006,1006,27
MLL-5G7O-1006,1006,17
MLL-5G7V-1006,1006,99
MLL-5G8G-1006,1006,11
MLL-5G8K-1006,1006,99
MLL-5R7R-1006,1006,99
MLL-5V8Y-1006,1006,21
MLL-6K8O-1006,1006,21
MLL-6P7F-1006,1006,17
MLL-6Y7Y-1006,1006,17
MLL-7G8G-1006,1006,26
MLL-7Y8K-1006,1006,7
MLL-7Y8O-1006,1006,1
MLL-1K3W-1007,1007,26
MLL-1K7W-1007,1007,6
MLL-1O3W-1007,1007,13
MLL-1O7W-1007,1007,99
MLL-1P3W-1007,1007,1
MLL-1P7W-1007,1007,9
MLL-1R2W-1007,1007,7
MLL-1R3W-1007,1007,11
MLL-1R7W-1007,1007,2
MLL-1V3W-1007,1007,21
MLL-1V7W-1007,1007,21
MLL-1W2P-1007,1007,99
MLL-1W3G-1007,1007,21
MLL-1W3K-1007,1007,22
MLL-1W3P-1007,1007,21
MLL-1W6R-1007,1007,26
MLL-1W7G-1007,1007,17
MLL-1W7K-1007,1007,99
MLL-1W7V-1007,1007,15
MLL-2G6W-1007,1007,21
MLL-2K5W-1007,1007,99
MLL-2O5W-1007,1007,99
MLL-2P5W-1007,1007,99
MLL-2R5W-1007,1007,27
MLL-2V5W-1007,1007,14
MLL-2W4K-1007,1007,2
MLL-2W4O-1007,1007,99
MLL-2W5G-1007,1007,2
MLL-2W5K-1007,1007,1
MLL-2W5O-1007,1007,22
MLL-2W5P-1007,1007,99
MLL-2W5R-1007,1007,22
MLL-2W5W-1007,1007,99
MLL-2W8O-1007,1007,7
MLL-2W8R-1007,1007,23
MLL-3K4W-1007,1007,14
MLL-3K8W-1007,1007,22
MLL-3O4W-1007,1007,23
MLL-3O5K-1007,1007,20
MLL-3O5P-1007,1007,99
MLL-3O6V-1007,1007,5
MLL-3O6Y-1007,1007,99
MLL-3O7V-1007,1007,14
MLL-3O8G-1007,1007,23
MLL-3O8R-1007,1007,26
MLL-3O8W-1007,1007,99
MLL-3P4W-1007,1007,21
MLL-3P5G-1007,1007,17
MLL-3P5K-1007,1007,5
MLL-3P5O-1007,1007,11
MLL-3P5Y-1007,1007,23
MLL-3P6G-1007,1007,99
MLL-3P6K-1007,1007,26
MLL-3P6V-1007,1007,21
MLL-3P6Y-1007,1007,99
MLL-3P7V-1007,1007,21
MLL-3P7Y-1007,1007,29
MLL-3P8B-1007,1007,23
MLL-3P8G-1007,1007,17
MLL-3P8V-1007,1007,99
MLL-3P8Y-1007,1007,99
MLL-3R5R-1007,1007,26
MLL-3R5V-1007,1007,99
MLL-3R5Y-1007,1007,22
MLL-3R6P-1007,1007,21
MLL-3R7K-1007,1007,28
MLL-3R7O-1007,1007,13
MLL-3R7P-1007,1007,99
MLL-3R7Y-1007,1007,21
MLL-3R8G-1007,1007,13
MLL-3R8K-1007,1007,7
MLL-3R8Y-1007,1007,14
MLL-3V4W-1007,1007,1
MLL-3V5G-1007,1007,18
MLL-3V5K-1007,1007,99
MLL-3V5P-1007,1007,99
MLL-3V5V-1007,1007,7
MLL-3V5Y-1007,1007,23
MLL-3V6B-1007,1007,99
MLL-3V6G-1007,1007,5
MLL-3V6R-1007,1007,99
MLL-3V7S8Y-1007,1007,27
MLL-3V8W-1007,1007,17
MLL-3W4G-1007,1007,13
MLL-3W4K-1007,1007,6
MLL-3W4O-1007,1007,1
MLL-3W4P-1007,1007,26
MLL-3W7K-1007,1007,99
MLL-3W7O-1007,1007,4
MLL-3W7R-1007,1007,99
MLL-3W8O-1007,1007,99
MLL-4W7R-1007,1007,23
MLL-4W8R-1007,1007,11
MLL-5G8O-1007,1007,99
MLL-5K6P-1007,1007,7
MLL-5K7Y-1007,1007,24
MLL-5O6K-1007,1007,26
MLL-5O6O-1007,1007,23
MLL-5O8G-1007,1007,21
MLL-5O8R-1007,1007,3
MLL-5P6V-1007,1007,99
MLL-5P8P-1007,1007,99
MLL-5V7V-1007,1007,24
MLL-6G8W-1007,1007,12
MLL-6O7W-1007,1007,7
MLL-6W7G-1007,1007,8
MLL-1O3V5V-1008,1008,99
MLL-1W3B-1008,1008,21
MLL-3O7B-1008,1008,17
MLL-3O7G-1008,1008,15
MLL-3O7Y-1008,1008,6
MLL-3P5B-1008,1008,17
MLL-3P7O-1008,1008,99
MLL-3R4B8K-1008,1008,2
MLL-3R5G-1008,1008,13
MLL-3R6G-1008,1008,99
MLL-3R6Y-1008,1008,14
MLL-3R7B-1008,1008,13
MLL-3R7V-1008,1008,21
MLL-3R8P-1008,1008,5
MLL-3R8V-1008,1008,14
MLL-3V5O-1008,1008,13
MLL-3V5R-1008,1008,24
MLL-3V6K-1008,1008,11
MLL-3V6O-1008,1008,6
MLL-4G8V-1008,1008,26
MLL-4V8K-1008,1008,3
MLL-4V8R-1008,1008,23
MLL-4Y5B-1008,1008,99
MLL-4Y5V-1008,1008,99
MLL-4Y6P-1008,1008,99
MLL-4Y6Y-1008,1008,21
MLL-4Y7B-1008,1008,99
MLL-4Y8R-1008,1008,3
MLL-4Y8Y-1008,1008,5
MLL-5B6B-1008,1008,99
MLL-5B6G-1008,1008,99
MLL-5B6R-1008,1008,13
MLL-5B7G-1008,1008,5
MLL-5B7K-1008,1008,11
MLL-5B8O-1008,1008,6
MLL-5B8P-1008,1008,27
MLL-5B8R-1008,1008,21
MLL-5G6G-1008,1008,11
MLL-5G6K-1008,1008,99
MLL-5G6R-1008,1008,99
MLL-5G7G-1008,1008,99
MLL-5G7K-1008,1008,23
MLL-5G8B-1008,1008,23
MLL-5K6B-1008,1008,99
MLL-5K6G-1008,1008,99
MLL-5K7B-1008,1008,99
MLL-5K7R-1008,1008,18
MLL-5K8K-1008,1008,99
MLL-5K8P-1008,1008,99
MLL-5O6G-1008,1008,24
MLL-5O7V-1008,1008,15
MLL-5O8Y-1008,1008,2
MLL-5P6G-1008,1008,99
MLL-5P7G-1008,1008,21
MLL-5P7P-1008,1008,99
MLL-5P8Y-1008,1008,17
MLL-5R6G-1008,1008,99
MLL-5R6K-1008,1008,27
MLL-5R6O-1008,1008,27
MLL-5R6R-1008,1008,5
MLL-5R6V-1008,1008,25
MLL-5R6Y-1008,1008,2
MLL-5R7V-1008,1008,25
MLL-5V6Y-1008,1008,99
MLL-5V7K-1008,1008,22
MLL-5V7O-1008,1008,21
MLL-5V8B-1008,1008,21
MLL-5V8G-1008,1008,99
MLL-5V8R-1008,1008,20
MLL-5Y6G-1008,1008,12
MLL-6K7K-1008,1008,23
MLL-6V8K-1008,1008,99
MLL-7B8V-1008,1008,22
MLL-7G8B-1008,1008,99
MLL-7G8K-1008,1008,25
MLL-7G8P-1008,1008,99
MLL-7G8Y-1008,1008,99
MLL-7K8G-1008,1008,5
MLL-7K8R-1008,1008,21
MLL-7R8B-1008,1008,11
MLL-7R8K-1008,1008,99
MLL-7R8R-1008,1008,2
MLL-7V8K-1008,1008,5
MLL-7Y8V-1008,1008,99
MLL-1F6K-1009,1009,5
MLL-1F7V-1009,1009,11
MLL-1F8Y-1009,1009,26
MLL-1K7F-1009,1009,4
MLL-1O8F-1009,1009,21
MLL-2F3K-1009,1009,24
MLL-2F3V-1009,1009,22
MLL-2F3Y-1009,1009,26
MLL-2F6B-1009,1009,99
MLL-2O4F-1009,1009,13
MLL-2P5F-1009,1009,14
MLL-2W5F-1009,1009,5
MLL-2W6W-1009,1009,5
MLL-2W7V-1009,1009,11
MLL-3F7Y-1009,1009,17
MLL-3P5R-1009,1009,22
MLL-3P6R-1009,1009,99
MLL-3P8F-1009,1009,11
MLL-4F5R-1009,1009,17
MLL-4F6N-1009,1009,24
MLL-4G7F-1009,1009,99
MLL-4K6F-1009,1009,26
MLL-4K8F-1009,1009,11
MLL-4P5V7S-1009,1009,14
MLL-4V7F-1009,1009,99
MLL-4V7Y-1009,1009,20
MLL-4Y5O-1009,1009,14
MLL-4Y5R-1009,1009,25
MLL-4Y6B-1009,1009,22
MLL-4Y6F-1009,1009,21
MLL-4Y6K-1009,1009,24
MLL-4Y6V-1009,1009,8
MLL-4Y7K-1009,1009,9
MLL-4Y7V-1009,1009,23
MLL-4Y8G-1009,1009,24
MLL-5B7P-1009,1009,5
MLL-5B8Y-1009,1009,99
MLL-5F6R-1009,1009,6
MLL-5F6Y-1009,1009,27
MLL-5G6Y-1009,1009,21
MLL-5K7K-1009,1009,1
MLL-5K7S8K-1009,1009,12
MLL-5O7O-1009,1009,21
MLL-5O7R-1009,1009,99
MLL-5O8O-1009,1009,11
MLL-5P7V-1009,1009,99
MLL-5P8G-1009,1009,21
MLL-5R8B-1009,1009,9
MLL-5V6B-1009,1009,21
MLL-5V6K-1009,1009,24
MLL-5V6O-1009,1009,99
MLL-5V7P-1009,1009,99
MLL-6V7G-1009,1009,13
MLL-6Y7P-1009,1009,26
MLL-6Y8K-1009,1009,20
MLL-7B8O-1009,1009,29
MLL-7O8G-1009,1009,5
MLL-7O8P-1009,1009,14
MLL-7O8V-1009,1009,5
MLL-7V8Y-1009,1009,15
MLL-1B2F-1010,1010,12
MLL-1F2B-1010,1010,8
MLL-1F2W-1010,1010,14
MLL-1F3F-1010,1010,99
MLL-1F3W-1010,1010,99
MLL-1F5V-1010,1010,23
MLL-1W4P-1010,1010,11
MLL-1W5F-1010,1010,21
MLL-1W6F-1010,1010,99
MLL-1W7B-1010,1010,21
MLL-1W8B-1010,1010,99
MLL-1Y3F-1010,1010,15
MLL-2F4B-1010,1010,99
MLL-2O3W-1010,1010,17
MLL-3F8W-1010,1010,21
MLL-3W5F-1010,1010,99
MLL-3W8W-1010,1010,23
MLL-4F5B-1010,1010,99
MLL-4F8G-1010,1010,21
MLL-4F8K-1010,1010,13
MLL-4F8Y-1010,1010,99
MLL-4V8P-1010,1010,21
MLL-4W5G-1010,1010,21
MLL-4W6F-1010,1010,22
MLL-4Y5F-1010,1010,99
MLL-4Y5P-1010,1010,23
MLL-4Y7O-1010,1010,21
MLL-5F8W-1010,1010,23
MLL-5N8F-1010,1010,99
MLL-5O8F-1010,1010,6
MLL-5R7B-1010,1010,99
MLL-6F8V-1010,1010,18
MLL-6V7Y-1010,1010,99
MLL-6V8V-1010,1010,17
MLL-6Y8B-1010,1010,21
MLL-7K8P-1010,1010,20
MLL-7V8P-1010,1010,99
MLL-7Y8G-1010,1010,17
MLL-1F2F-1011,1011,99
MLL-1F3Y-1011,1011,13
MLL-1F4Y-1011,1011,27
MLL-1K6F-1011,1011,9
MLL-1W3F-1011,1011,8
MLL-1W4V-1011,1011,14
MLL-1W5R-1011,1011,99
MLL-1W5V6F-1011,1011,99
MLL-1W5W7F-1011,1011,14
MLL-2F4G-1011,1011,19
MLL-2F7K-1011,1011,28
MLL-2F7V-1011,1011,99
MLL-2N7F-1011,1011,17
MLL-2W3V-1011,1011,11
MLL-2W3W-1011,1011,1
MLL-2W7G-1011,1011,21
MLL-2W7P-1011,1011,9
MLL-2W7W-1011,1011,14
MLL-3F6G-1011,1011,99
MLL-3P5V-1011,1011,99
MLL-3W6K-1011,1011,25
MLL-3W6R-1011,1011,12
MLL-3W6W-1011,1011,99
MLL-4Y6G-1011,1011,7
MLL-5F7Y-1011,1011,26
MLL-5G8Y-1011,1011,17
MLL-5R7K-1011,1011,99
MLL-5R8R-1011,1011,21
MLL-5V6P-1011,1011,18
MLL-5V6V-1011,1011,99
MLL-5V7R-1011,1011,99
MLL-5V8K-1011,1011,99
MLL-5V8P-1011,1011,21
MLL-5V8V-1011,1011,99
MLL-5Y7F-1011,1011,26
MLL-6F8W-1011,1011,13
MLL-6F8Y-1011,1011,29
MLL-7F8Y-1011,1011,12
MLL-7P8G-1011,1011,8
MLL-7P8K-1011,1011,17
MLL-7P8Y-1011,1011,99
MLL-7R8V-1011,1011,99
MLL-7V8B-1011,1011,26
MLL-7V8R-1011,1011,21
MLL-7W8F-1011,1011,99
MLL-7Y8F-1011,1011,14
MLL-1F3B-1012,1012,99
MLL-1F3O-1012,1012,23
MLL-1F4N-1012,1012,22
MLL-1F6P-1012,1012,99
MLL-1G6F-1012,1012,1
MLL-1N7F-1012,1012,99
MLL-1O7F-1012,1012,18
MLL-1O8W-1012,1012,11
MLL-1P7F-1012,1012,24
MLL-1R2F-1012,1012,99
MLL-1Y3W-1012,1012,14
MLL-1Y5F-1012,1012,5
MLL-1Y6F-1012,1012,99
MLL-2B4F-1012,1012,6
MLL-2B6W-1012,1012,1
MLL-2F4F-1012,1012,20
MLL-2F5B-1012,1012,6
MLL-2F5N-1012,1012,7
MLL-2G3W-1012,1012,12
MLL-2G7F-1012,1012,26
MLL-2O8F-1012,1012,1
MLL-2P7W-1012,1012,24
MLL-2P8F-1012,1012,99
MLL-2W3P-1012,1012,13
MLL-2W6V-1012,1012,8
MLL-2Y3W-1012,1012,99
MLL-3B6F-1012,1012,7
MLL-3B7F-1012,1012,11
MLL-3F5B-1012,1012,12
MLL-3F6F-1012,1012,21
MLL-3F6K-1012,1012,14
MLL-3F7O-1012,1012,6
MLL-3F7P-1012,1012,12
MLL-3K6W-1012,1012,15
MLL-3O8F-1012,1012,21
MLL-3P6W-1012,1012,6
MLL-4F5F-1012,1012,17
MLL-4F6P-1012,1012,4
MLL-4N5F-1012,1012,99
MLL-4V6F-1012,1012,27
MLL-4V8O-1012,1012,99
MLL-5B7O-1012,1012,22
MLL-5F6O-1012,1012,9
MLL-5F7O-1012,1012,27
MLL-5F7P-1012,1012,21
MLL-5F8V-1012,1012,18
MLL-5G6B-1012,1012,4
MLL-5G6O-1012,1012,8
