FishID,cohort,pattern
MLL-5G7B-1012,1012,9
MLL-5P7W-1012,1012,99
MLL-5R7P-1012,1012,17
MLL-5R8P-1012,1012,99
MLL-5V7B-1012,1012,99
MLL-5V7G-1012,1012,5
MLL-7P8B-1012,1012,99
MLL-7P8O-1012,1012,1
MLL-7P8P-1012,1012,5
MLL-7V8G-1012,1012,21
MLL-7V8V-1012,1012,21
MLL-7Y8B-1012,1012,15
MLL-7Y8P-1012,1012,5
MLL-1B7F-1101,1101,99
MLL-1F6O-1101,1101,29
MLL-1W4F-1101,1101,99
MLL-2B8F-1101,1101,99
MLL-2F6R-1101,1101,21
MLL-2F7R-1101,1101,23
MLL-2G7W-1101,1101,23
MLL-2R5F-1101,1101,13
MLL-2R7W-1101,1101,21
MLL-2V3F-1101,1101,99
MLL-3F7N-1101,1101,13
MLL-3K5W-1101,1101,99
MLL-3V5F-1101,1101,11
MLL-3W5W-1101,1101,99
MLL-4F7B-1101,1101,5
MLL-4K6W-1101,1101,11
MLL-4O5F-1101,1101,17
MLL-4Y7G-1101,1101,1
MLL-5B6V-1101,1101,15
MLL-5O6B-1101,1101,12
MLL-5P8O-1101,1101,5
MLL-5R6B-1101,1101,20
MLL-5R7G-1101,1101,27
MLL-5R8O-1101,1101,26
MLL-5V7Y-1101,1101,99
MLL-5V8O-1101,1101,26
MLL-5W6O-1101,1101,13
MLL-6F7K-1101,1101,6
MLL-6V7V-1101,1101,21
MLL-6Y7O-1101,1101,21
MLL-7G8O-1101,1101,5
MLL-7O8O-1101,1101,99
MLL-7O8Y-1101,1101,99
MLL-7V8F-1101,1101,17
MLL-1K8W-1102,1102,1
MLL-2F4R-1102,1102,1
MLL-2F7O-1102,1102,25
MLL-2F7P-1102,1102,8
MLL-3K8F-1102,1102,7
MLL-4B5F-1102,1102,7
MLL-4F5G-1102,1102,1
MLL-4F5K-1102,1102,9
MLL-4F6F-1102,1102,25
MLL-4F6K-1102,1102,26
MLL-4G8F-1102,1102,9
MLL-4N8F-1102,1102,9
MLL-4O8F-1102,1102,18
MLL-4V8F-1102,1102,4
MLL-4W5O-1102,1102,20
MLL-4Y5G-1102,1102,99
MLL-4Y5K-1102,1102,14
MLL-5F7N-1102,1102,13
MLL-5R7F-1102,1102,99
MLL-5W6B-1102,1102,7
MLL-6F7O-1102,1102,13
MLL-6K7F-1102,1102,21
MLL-6R8W-1102,1102,99
MLL-6V7R-1102,1102,25
MLL-6W8K-1102,1102,99
MLL-6Y7R-1102,1102,99
MLL-6Y8Y-1102,1102,1
MLL-7B8F-1102,1102,21
MLL-7O8B-1102,1102,4
MLL-7R8W-1102,1102,99
MLL-008W-1103,1103,99
MLL-1F4F-1103,1103,17
MLL-1F4G-1103,1103,25
MLL-1G5F-1103,1103,13
MLL-1R5W-1103,1103,99
MLL-1V4W-1103,1103,13
MLL-1W4B-1103,1103,99
MLL-2F4P-1103,1103,13
MLL-2F5F-1103,1103,20
MLL-2F5K-1103,1103,13
MLL-2F5O-1103,1103,28
MLL-2F7F-1103,1103,27
MLL-2K7F-1103,1103,3
MLL-2N4F-1103,1103,99
MLL-2P3W-1103,1103,4
MLL-2R3F-1103,1103,99
MLL-2R8F-1103,1103,99
MLL-3F6B-1103,1103,11
MLL-3F7K-1103,1103,28
MLL-3W6F-1103,1103,21
MLL-3Y6F-1103,1103,5
MLL-4F5P-1103,1103,11
MLL-4F6B-1103,1103,9
MLL-4W5P-1103,1103,99
MLL-5F6N-1103,1103,12
MLL-5F7R-1103,1103,99
MLL-5G7W-1103,1103,11
MLL-5P8B-1103,1103,2
MLL-5R8Y-1103,1103,21
MLL-5V6G-1103,1103,27
MLL-5V6R-1103,1103,99
MLL-5W6V-1103,1103,5
MLL-5W7F-1103,1103,8
MLL-6F7B-1103,1103,13
MLL-6F8B-1103,1103,1
MLL-6F8O-1103,1103,21
MLL-6F8R-1103,1103,99
MLL-6N7F-1103,1103,9
MLL-6O7F-1103,1103,25
MLL-6R8F-1103,1103,13
MLL-6V8F-1103,1103,25
MLL-6V8W-1103,1103,21
MLL-6W8P-1103,1103,21
MLL-6W8W-1103,1103,99
MLL-6Y8F-1103,1103,26
MLL-7F8W-1103,1103,21
MLL-7K8W-1103,1103,8
MLL-7O8W-1103,1103,22
MLL-7P8W-1103,1103,3
MLL-1B3F-1104,1104,26
MLL-1B8F-1104,1104,5
MLL-1F2O-1104,1104,21
MLL-1F4B-1104,1104,99
MLL-1F5R-1104,1104,17
MLL-1F6B-1104,1104,21
MLL-1F6G-1104,1104,99
MLL-1F6Y-1104,1104,11
MLL-1F7N-1104,1104,17
MLL-1G2F-1104,1104,27
MLL-1G8W-1104,1104,4
MLL-1K5F-1104,1104,8
MLL-1N6F-1104,1104,22
MLL-1O5F-1104,1104,99
MLL-1O5W-1104,1104,8
MLL-1P2F-1104,1104,13
MLL-1P5F-1104,1104,1
MLL-1R4F-1104,1104,99
MLL-1R8F-1104,1104,27
MLL-1W3O-1104,1104,5
MLL-1W4G-1104,1104,13
MLL-1W4O-1104,1104,28
MLL-1Y2F-1104,1104,14
MLL-2B7F-1104,1104,99
MLL-2F3B-1104,1104,99
MLL-2F5W-1104,1104,12
MLL-2F5Y-1104,1104,99
MLL-2F7W-1104,1104,5
MLL-2N6F-1104,1104,1
MLL-2R6F-1104,1104,99
MLL-3F7W-1104,1104,8
MLL-3P6?-1104,1104,99
MLL-3P6F-1104,1104,25
MLL-3W8B-1104,1104,99
MLL-3Y4F-1104,1104,15
MLL-4F5Y-1104,1104,11
MLL-4F6O-1104,1104,26
MLL-4F7W-1104,1104,8
MLL-4P5W-1104,1104,7
MLL-4R6F-1104,1104,15
MLL-4W6W-1104,1104,99
MLL-4W8O-1104,1104,15
MLL-4Y5Y-1104,1104,6
MLL-4Y6O-1104,1104,21
MLL-4Y7P-1104,1104,24
MLL-4Y8B-1104,1104,99
MLL-5F6G-1104,1104,21
MLL-5F7W-1104,1104,99
MLL-5G7Y-1104,1104,6
MLL-5G8F-1104,1104,99
MLL-5O6W-1104,1104,5
MLL-5O8P-1104,1104,21
MLL-5P6O-1104,1104,21
MLL-5P6W-1104,1104,99
MLL-5P7Y-1104,1104,26
MLL-5R6P-1104,1104,23
MLL-5R7O-1104,1104,8
MLL-5R7W-1104,1104,23
MLL-5R8F-1104,1104,99
MLL-5R8G-1104,1104,99
MLL-5W7R-1104,1104,99
MLL-5Y6F-1104,1104,31
MLL-6B8W-1104,1104,23
MLL-6F8N-1104,1104,1
MLL-6G8F-1104,1104,24
MLL-6N8F-1104,1104,99
MLL-6P8F-1104,1104,11
MLL-6R7W-1104,1104,13
MLL-6W7B-1104,1104,99
MLL-6W7O-1104,1104,99
MLL-6W8B-1104,1104,24
MLL-6W8F-1104,1104,99
MLL-6W8G-1104,1104,23
MLL-6W8O-1104,1104,8
MLL-6Y8P-1104,1104,13
MLL-7B8K-1104,1104,5
MLL-7B8P-1104,1104,99
MLL-7F8B-1104,1104,26
MLL-7F8F-1104,1104,7
MLL-7F8O-1104,1104,9
MLL-7K8K-1104,1104,99
MLL-7N8F-1104,1104,25
MLL-7O8F-1104,1104,99
MLL-7O8R-1104,1104,23
MLL-7P8R-1104,1104,18
MLL-7R8F-1104,1104,29
MLL-7R8P-1104,1104,5
MLL-7W8B-1104,1104,5
MLL-1B4W-1105,1105,99
MLL-1B5F-1105,1105,99
MLL-1F2K-1105,1105,99
MLL-1F2Y-1105,1105,6
MLL-1F3N-1105,1105,99
MLL-1F3P-1105,1105,9
MLL-1F3R-1105,1105,99
MLL-1F3V-1105,1105,29
MLL-1F4R-1105,1105,14
MLL-1F4W-1105,1105,99
MLL-1F5G-1105,1105,99
MLL-1F5Y-1105,1105,13
MLL-1F7G-1105,1105,99
MLL-1F7K-1105,1105,13
MLL-1F7P-1105,1105,15
MLL-1F7R-1105,1105,99
MLL-1F7W-1105,1105,1
MLL-1K4W-1105,1105,23
MLL-1N3F-1105,1105,22
MLL-1O4F-1105,1105,26
MLL-1P6F-1105,1105,18
MLL-1R8F-1105,1105,13
MLL-1V3F-1105,1105,9
MLL-1V6F-1105,1105,7
MLL-1W2F-1105,1105,99
MLL-1W4R-1105,1105,99
MLL-1W8G-1105,1105,99
MLL-1W8K-1105,1105,99
MLL-1W8O-1105,1105,99
MLL-2B5F-1105,1105,25
MLL-2F4V-1105,1105,17
MLL-2F7G-1105,1105,99
MLL-2F8K-1105,1105,11
MLL-2F8N-1105,1105,17
MLL-2F8V-1105,1105,13
MLL-2G8F-1105,1105,27
MLL-2K4F-1105,1105,1
MLL-2K5F-1105,1105,99
MLL-2K6W-1105,1105,99
MLL-2K7W-1105,1105,5
MLL-2K8F-1105,1105,99
MLL-2O6F-1105,1105,12
MLL-2P4F-1105,1105,15
MLL-2R4F-1105,1105,99
MLL-2R6W-1105,1105,5
MLL-2R7F-1105,1105,21
MLL-2W6B-1105,1105,11
MLL-2W6P-1105,1105,8
MLL-2W7K-1105,1105,6
MLL-2Y7F-1105,1105,99
MLL-3B4F-1105,1105,4
MLL-3F4G-1105,1105,99
MLL-3F4P-1105,1105,29
MLL-3F6V-1105,1105,28
MLL-3F8G-1105,1105,99
MLL-3F8Y-1105,1105,99
MLL-3G5F-1105,1105,14
MLL-3G5W-1105,1105,99
MLL-3K4F-1105,1105,99
MLL-3K5F-1105,1105,99
MLL-3K6F-1105,1105,9
MLL-3O4F-1105,1105,99
MLL-3P5W-1105,1105,15
MLL-3R5W-1105,1105,18
MLL-3W4B-1105,1105,7
MLL-3W4F-1105,1105,17
MLL-3W5B-1105,1105,20
MLL-3W5O-1105,1105,9
MLL-4B6W-1105,1105,25
MLL-4F5N-1105,1105,99
MLL-4F6G-1105,1105,12
MLL-4F6G8G-1105,1105,99
MLL-4F6Y-1105,1105,11
MLL-4F8R-1105,1105,13
MLL-4F8V-1105,1105,5
MLL-4G5W-1105,1105,99
MLL-4K5W-1105,1105,5
MLL-4O5W-1105,1105,21
MLL-4R5F-1105,1105,15
MLL-4R7F-1105,1105,99
MLL-4V5F-1105,1105,17
MLL-4W8B-1105,1105,11
MLL-4W8K-1105,1105,17
MLL-4Y7R-1105,1105,23
MLL-4Y7Y-1105,1105,9
MLL-4Y8V-1105,1105,12
MLL-5B6W-1105,1105,9
MLL-5F6K-1105,1105,9
MLL-5F6V-1105,1105,99
MLL-5F7G-1105,1105,99
MLL-5F8N-1105,1105,5
MLL-5F8P-1105,1105,6
MLL-5G6W-1105,1105,99
MLL-5K6F-1105,1105,12
MLL-5K6W-1105,1105,9
MLL-5K8B-1105,1105,26
MLL-5K8Y-1105,1105,3
MLL-5N6F-1105,1105,13
MLL-5O6F-1105,1105,5
MLL-5O6V-1105,1105,1
MLL-5O7F-1105,1105,99
MLL-5O7P-1105,1105,27
MLL-5P6K-1105,1105,7
MLL-5P7B-1105,1105,17
MLL-5P7F-1105,1105,24
MLL-5P7K-1105,1105,23
MLL-5P8F-1105,1105,9
MLL-5V6F-1105,1105,26
MLL-5V6W-1105,1105,17
MLL-5V7F-1105,1105,99
MLL-5V8F-1105,1105,7
MLL-5W6F-1105,1105,13
MLL-5W6K-1105,1105,17
MLL-5W7P-1105,1105,99
MLL-6B7F-1105,1105,1
MLL-6B8F-1105,1105,1
MLL-6F7W-1105,1105,13
MLL-6F8K-1105,1105,99
MLL-6F8P-1105,1105,6
MLL-6K8W-1105,1105,4
MLL-6O8F-1105,1105,25
MLL-6P7W-1105,1105,8
MLL-6V7K-1105,1105,99
MLL-6V7O-1105,1105,13
MLL-6V7P-1105,1105,13
MLL-6V8O-1105,1105,99
MLL-6V8P-1105,1105,23
MLL-6V8R-1105,1105,21
MLL-6V8Y-1105,1105,99
MLL-6W7K-1105,1105,5
MLL-6W7V-1105,1105,11
MLL-6W8R-1105,1105,11
MLL-6Y7K-1105,1105,99
MLL-6Y7V-1105,1105,27
MLL-6Y8V-1105,1105,21
MLL-7B8B-1105,1105,21
MLL-7B8G-1105,1105,12
MLL-7B8R-1105,1105,15
MLL-7B8Y-1105,1105,8
MLL-7F8K-1105,1105,29
MLL-7F8N-1105,1105,6
MLL-7F8P-1105,1105,23
MLL-7G8V-1105,1105,25
MLL-7K8V-1105,1105,21
MLL-7K8Y-1105,1105,99
MLL-7P8V-1105,1105,27
MLL-7W8K-1105,1105,13
MLL-7W8P-1105,1105,13
MLL-1B5P-1106,1106,13
MLL-1B5V-1106,1106,14
MLL-1B8Y-1106,1106,99
MLL-1F2R-1106,1106,99
MLL-1F4O-1106,1106,26
MLL-1F8V-1106,1106,99
MLL-1G2O-1106,1106,99
MLL-1G5P-1106,1106,99
MLL-1G5R-1106,1106,23
MLL-1G6G-1106,1106,13
MLL-1G6W-1106,1106,11
MLL-1G8B-1106,1106,99
MLL-1K6Y-1106,1106,3
MLL-1K7G-1106,1106,24
MLL-1K7K-1106,1106,27
MLL-1O8K-1106,1106,29
MLL-1P4W-1106,1106,6
MLL-1P6Y-1106,1106,8
MLL-1P7R-1106,1106,13
MLL-1R3O8F-1106,1106,27
MLL-1V2W-1106,1106,23
MLL-1V2Y-1106,1106,13
MLL-1V5F-1106,1106,9
MLL-1V5V-1106,1106,21
MLL-1V8P-1106,1106,3
MLL-1W3R-1106,1106,8
MLL-1W6W-1106,1106,99
MLL-1Y7B-1106,1106,99
MLL-1Y7O-1106,1106,27
MLL-1Y7R-1106,1106,14
MLL-2B5K-1106,1106,17
MLL-2B5O-1106,1106,29
MLL-2F3O-1106,1106,12
MLL-2F6W-1106,1106,18
MLL-2F7B-1106,1106,17
MLL-2F8F-1106,1106,8
MLL-2G4W-1106,1106,99
MLL-2G5Y-1106,1106,99
MLL-2G7O-1106,1106,4
MLL-2N3F-1106,1106,99
MLL-2O5B-1106,1106,11
MLL-2O6Y-1106,1106,99
MLL-2O7V-1106,1106,14
MLL-2O7Y-1106,1106,4
MLL-2P6B-1106,1106,9
MLL-2P7R-1106,1106,99
MLL-2V6Y-1106,1106,11
MLL-2W4F-1106,1106,13
MLL-2W4V-1106,1106,19
MLL-2Y5R-1106,1106,14
MLL-2Y8F-1106,1106,4
MLL-2Y8O-1106,1106,99
MLL-3B4W-1106,1106,8
MLL-3F4N-1106,1106,99
MLL-3F4V-1106,1106,99
MLL-3F5P-1106,1106,11
MLL-3F6W-1106,1106,99
MLL-3F8N-1106,1106,1
MLL-3G6O-1106,1106,29
MLL-3G6Y-1106,1106,21
MLL-3G7Y-1106,1106,25
MLL-3O5O-1106,1106,14
MLL-3O8Y-1106,1106,99
MLL-3R7G-1106,1106,26
MLL-3R8W-1106,1106,17
MLL-3V6F-1106,1106,18
MLL-3V7B-1106,1106,99
MLL-3W4R-1106,1106,99
MLL-3W5R-1106,1106,29
MLL-3W6G-1106,1106,7
MLL-4B7F-1106,1106,17
MLL-4B8R-1106,1106,23
MLL-4F6V-1106,1106,11
MLL-4F6W-1106,1106,1
MLL-4F7O-1106,1106,22
MLL-4F8F-1106,1106,17
MLL-4G7W-1106,1106,24
MLL-4G8Y-1106,1106,11
MLL-4K5K-1106,1106,20
MLL-4K6W-1106,1106,11
MLL-4K8O-1106,1106,99
MLL-4K8V-1106,1106,12
MLL-4R5G-1106,1106,29
MLL-4R8W-1106,1106,99
MLL-4V5K-1106,1106,99
MLL-4V5W-1106,1106,9
MLL-4V7B-1106,1106,99
MLL-4V7V-1106,1106,23
MLL-4V8B-1106,1106,24
MLL-4V8V-1106,1106,13
MLL-4V8W-1106,1106,27
MLL-4W6G-1106,1106,99
MLL-4W6V-1106,1106,13
MLL-4W7B-1106,1106,99
MLL-5B7B-1106,1106,29
MLL-5F6B-1106,1106,15
MLL-5F7V-1106,1106,99
MLL-5K8O-1106,1106,8
MLL-5N7F-1106,1106,11
MLL-5O7B-1106,1106,13
MLL-5O7Y-1106,1106,7
MLL-5R8V-1106,1106,99
MLL-5Y7K-1106,1106,27
MLL-5Y7V-1106,1106,17
MLL-5Y7Y-1106,1106,29
MLL-5Y8G-1106,1106,8
MLL-5Y8R-1106,1106,17
MLL-5Y8Y-1106,1106,20
MLL-6B7P-1106,1106,99
MLL-6B8Y-1106,1106,13
MLL-6G7P-1106,1106,99
MLL-6G8Y-1106,1106,13
MLL-6K7V-1106,1106,7
MLL-6K8B-1106,1106,23
MLL-6K8F-1106,1106,7
MLL-6K8V-1106,1106,99
MLL-6O7K-1106,1106,9
MLL-6O8B-1106,1106,14
MLL-6P7O-1106,1106,99
MLL-6V8B-1106,1106,99
MLL-6V8G-1106,1106,99
MLL-6Y7F-1106,1106,21
MLL-6Y8G-1106,1106,13
MLL-7F8G-1106,1106,13
MLL-7G8R-1106,1106,21
MLL-7Y8Y-1106,1106,11
MLL-1B7B-1107,1107,8
MLL-1B8O-1107,1107,99
MLL-1F7V-1107,1107,21
MLL-1F8K-1107,1107,1
MLL-1G2W-1107,1107,7
MLL-1G6Y-1107,1107,8
MLL-1G8F-1107,1107,17
MLL-1G8K-1107,1107,14
MLL-1G8V-1107,1107,12
MLL-1K2W-1107,1107,13
MLL-1K7O-1107,1107,2
MLL-1O6K-1107,1107,99
MLL-1P7K-1107,1107,99
MLL-1R6O-1107,1107,25
MLL-1R7O-1107,1107,99
MLL-1R7P-1107,1107,4
MLL-1R8O-1107,1107,99
MLL-1V4F-1107,1107,17
MLL-1V7G-1107,1107,12
MLL-1V8B-1107,1107,13
MLL-1V8V-1107,1107,25
MLL-1W3W-1107,1107,20
MLL-1W4K-1107,1107,3
MLL-1W4W-1107,1107,5
MLL-1W5K-1107,1107,25
MLL-1W7O-1107,1107,25
MLL-1W7R-1107,1107,15
MLL-1Y7F-1107,1107,99
MLL-1Y7K-1107,1107,99
MLL-2B3F-1107,1107,9
MLL-2B4W-1107,1107,17
MLL-2B5Y-1107,1107,8
MLL-2B7Y-1107,1107,5
MLL-2B8O-1107,1107,99
MLL-2B8W-1107,1107,99
MLL-2B8Y-1107,1107,99
MLL-2F3N-1107,1107,24
MLL-2F8G-1107,1107,25
MLL-2G4F-1107,1107,29
MLL-2G7B-1107,1107,13
MLL-2K3W-1107,1107,29
MLL-2K5B-1107,1107,99
MLL-2O5K-1107,1107,1
MLL-2O5Y-1107,1107,17
MLL-2O7F-1107,1107,99
MLL-2O7P-1107,1107,1
MLL-2O7W-1107,1107,1
MLL-2P7V-1107,1107,21
MLL-2R6Y-1107,1107,14
MLL-2R8B-1107,1107,28
MLL-2R8G-1107,1107,99
MLL-2W3B-1107,1107,99
MLL-2W3R-1107,1107,4
MLL-2W6W-1107,1107,99
MLL-2W7R-1107,1107,21
MLL-2Y3F-1107,1107,17
MLL-2Y7Y-1107,1107,4
MLL-3B7B-1107,1107,1
MLL-3B7K-1107,1107,13
MLL-3B8P-1107,1107,4
MLL-3G5G-1107,1107,13
MLL-3G8F-1107,1107,21
MLL-3P8R-1107,1107,99
MLL-3V7P-1107,1107,22
MLL-3V7V-1107,1107,99
MLL-3V8P-1107,1107,26
MLL-3W6V-1107,1107,8
MLL-3Y8F-1107,1107,18
MLL-4F7P-1107,1107,9
MLL-4F8B-1107,1107,99
MLL-4F8P-1107,1107,19
MLL-4F8W-1107,1107,99
MLL-4K6P-1107,1107,1
MLL-4K7P-1107,1107,25
MLL-4R8B-1107,1107,8
MLL-4W6P-1107,1107,20
MLL-4W8F-1107,1107,99
MLL-4Y8F-1107,1107,99
MLL-5O7K-1107,1107,7
MLL-5P8K-1107,1107,99
MLL-5W7B-1107,1107,21
MLL-5W8K-1107,1107,25
MLL-5Y7B-1107,1107,99
MLL-6P7K-1107,1107,17
MLL-6R8R-1107,1107,13
MLL-6W7P-1107,1107,20
MLL-7B8W-1107,1107,8
MLL-7K8B-1107,1107,4
MLL-7K8O-1107,1107,8
MLL-7W8G-1107,1107,11
MLL-7W8O-1107,1107,99
MLL-1B5W-1108,1108,15
MLL-1B8K-1108,1108,21
MLL-1F2G-1108,1108,99
MLL-1F3G-1108,1108,99
MLL-1F6W-1108,1108,13
MLL-1F8P-1108,1108,17
MLL-1F8R-1108,1108,23
MLL-1G5W-1108,1108,8
MLL-1G7Y-1108,1108,22
MLL-1G8R-1108,1108,29
MLL-1K7P-1108,1108,8
MLL-1O5O-1108,1108,99
MLL-1O6P-1108,1108,12
MLL-1P7B-1108,1108,15
MLL-1P8B-1108,1108,2
MLL-1P8P-1108,1108,29
MLL-1R2O-1108,1108,11
MLL-1R5B-1108,1108,25
MLL-1R7G-1108,1108,28
MLL-1V2O-1108,1108,99
MLL-1V6P-1108,1108,27
MLL-1W3V-1108,1108,99
MLL-1W5B-1108,1108,5
MLL-1W5P-1108,1108,99
MLL-1W7F-1108,1108,9
MLL-1W7P-1108,1108,13
MLL-1W7W-1108,1108,3
MLL-1W8V-1108,1108,19
MLL-1Y5V-1108,1108,8
MLL-1Y8B-1108,1108,19
MLL-2B3W-1108,1108,1
MLL-2B7B-1108,1108,17
MLL-2F6F-1108,1108,1
MLL-2G7K-1108,1108,1
MLL-2O3F-1108,1108,13
MLL-2O8K-1108,1108,7
MLL-2P8G-1108,1108,8
MLL-2V4F-1108,1108,13
MLL-2V7V-1108,1108,26
MLL-2W6K-1108,1108,3
MLL-2Y5G-1108,1108,8
MLL-3B8Y-1108,1108,99
MLL-3F4Y-1108,1108,99
MLL-3F7B-1108,1108,3
MLL-3G7V-1108,1108,4
MLL-3K4K6F-1108,1108,9
MLL-3K6F-1108,1108,25
MLL-3K7B-1108,1108,26
MLL-3K8K-1108,1108,12
MLL-3N5F-1108,1108,15
MLL-3N7F-1108,1108,5
MLL-3O8O-1108,1108,28
MLL-3R4W-1108,1108,8
MLL-3R5F-1108,1108,99
MLL-3V7Y-1108,1108,22
MLL-3W5G-1108,1108,21
MLL-3W6B-1108,1108,18
MLL-3W6P-1108,1108,99
MLL-4F8N-1108,1108,8
MLL-4G6K-1108,1108,99
MLL-4K7O-1108,1108,29
MLL-4K7Y-1108,1108,13
MLL-4K8B-1108,1108,99
MLL-4P5W7P-1108,1108,7
MLL-4R5G-1108,1108,21
MLL-4R8R-1108,1108,99
MLL-4V7K-1108,1108,5
MLL-4W6K-1108,1108,99
MLL-4W6R-1108,1108,26
MLL-5K6O-1108,1108,1
MLL-5N6F7R-1108,1108,1
MLL-5O8K-1108,1108,15
MLL-5P8V-1108,1108,11
MLL-6B7B-1108,1108,21
MLL-6G7W-1108,1108,4
MLL-6O8P-1108,1108,99
MLL-6R7R-1108,1108,17
MLL-6V7W-1108,1108,99
MLL-6V8F-1108,1108,99
MLL-7O8K-1108,1108,12
MLL-1B6R-1109,1109,99
MLL-1B7K-1109,1109,99
MLL-1B7P-1109,1109,23
MLL-1B7Y-1109,1109,6
MLL-1G3B-1109,1109,99
MLL-1G6V-1109,1109,99
MLL-1K5B-1109,1109,2
MLL-1K5V-1109,1109,23
MLL-1K6K-1109,1109,99
MLL-1K6P-1109,1109,13
MLL-1K7Y-1109,1109,99
MLL-1N2N7N-1109,1109,99
MLL-1N4F-1109,1109,27
MLL-1O3V-1109,1109,99
MLL-1P2G-1109,1109,21
MLL-1P2R-1109,1109,99
MLL-1P4F-1109,1109,28
MLL-1P6W-1109,1109,99
MLL-1P8R-1109,1109,17
MLL-1R2B-1109,1109,99
MLL-1R2R-1109,1109,99
MLL-1R5R-1109,1109,1
MLL-1R6K-1109,1109,13
MLL-1R6P-1109,1109,99
MLL-1R6V-1109,1109,1
MLL-1R6V7O-1109,1109,5
MLL-1R8G-1109,1109,99
MLL-1V6K-1109,1109,99
MLL-1V7K-1109,1109,8
MLL-1W6K-1109,1109,99
MLL-1Y5G-1109,1109,12
MLL-1Y8K-1109,1109,99
MLL-2B6Y-1109,1109,17
MLL-2B7W-1109,1109,99
MLL-2F3F-1109,1109,9
MLL-2F3W-1109,1109,99
MLL-2G3F-1109,1109,99
MLL-2G5K-1109,1109,99
MLL-2K5R-1109,1109,99
MLL-2K6G-1109,1109,99
MLL-2K7K-1109,1109,11
MLL-2K7R-1109,1109,99
MLL-2K7Y-1109,1109,99
MLL-2K8G-1109,1109,19
MLL-2O7K-1109,1109,99
MLL-2P6P-1109,1109,99
MLL-2P7P-1109,1109,17
MLL-2P8Y-1109,1109,99
MLL-2R7G-1109,1109,99
MLL-2V5O-1109,1109,11
MLL-2V8W-1109,1109,99
MLL-2Y5Y-1109,1109,99
MLL-2Y6K-1109,1109,99
MLL-2Y6R-1109,1109,23
MLL-3B5K-1109,1109,23
MLL-3B6V-1109,1109,99
MLL-3B7R-1109,1109,99
MLL-3B7V-1109,1109,99
MLL-3F7R-1109,1109,9
MLL-3F8P-1109,1109,99
MLL-3G4O-1109,1109,21
MLL-3G5K-1109,1109,99
MLL-3G7B-1109,1109,99
MLL-3G7K-1109,1109,13
MLL-3K5K-1109,1109,99
MLL-3K6V-1109,1109,99
MLL-3P8W-1109,1109,27
MLL-3V7K-1109,1109,99
MLL-3V7O-1109,1109,3
MLL-4G6P-1109,1109,99
MLL-4K6B-1109,1109,5
MLL-4K6O-1109,1109,99
MLL-4K8W-1109,1109,99
MLL-4P5F-1109,1109,99
MLL-4R5B-1109,1109,4
MLL-4R5K-1109,1109,99
MLL-4R6W-1109,1109,12
MLL-4V7W-1109,1109,13
MLL-4W6B-1109,1109,99
MLL-4W7G-1109,1109,99
MLL-5B8K-1109,1109,99
MLL-5O6R-1109,1109,99
MLL-5O7W-1109,1109,99
MLL-5R6W-1109,1109,24
MLL-5V8W-1109,1109,99
MLL-5W7G-1109,1109,1
MLL-6O7B-1109,1109,1
MLL-6O8Y-1109,1109,99
MLL-6V8F-1109,1109,99
MLL-7F8R-1109,1109,99
MLL-7F8V-1109,1109,99
MLL-7R8Y-1109,1109,5
MLL-1F5O-1110,1110,28
MLL-1K5W-1110,1110,99
MLL-1K7B-1110,1110,99
MLL-1O2P-1110,1110,99
MLL-1O5B-1110,1110,11
MLL-1O6R-1110,1110,99
MLL-1P8G-1110,1110,99
MLL-1P8K-1110,1110,99
MLL-1R4W-1110,1110,27
MLL-1R5G-1110,1110,28
MLL-1R5V-1110,1110,11
MLL-1R5Y-1110,1110,26
MLL-1R7R-1110,1110,12
MLL-1R8K-1110,1110,13
MLL-1W8W-1110,1110,99
MLL-1Y8G-1110,1110,25
MLL-2B6O-1110,1110,99
MLL-2O4W-1110,1110,17
MLL-2O5O-1110,1110,99
MLL-2O6O-1110,1110,8
MLL-2O8W-1110,1110,3
MLL-2R7R-1110,1110,11
MLL-2V5K-1110,1110,99
MLL-2W4W-1110,1110,27
MLL-3B5B-1110,1110,12
MLL-3G7P-1110,1110,99
MLL-3G7R-1110,1110,99
MLL-3G8B-1110,1110,25
MLL-3K6G-1110,1110,13
MLL-3V7R-1110,1110,26
MLL-4G7V-1110,1110,99
MLL-4P6W-1110,1110,19
MLL-4R5P-1110,1110,1
MLL-4R8Y-1110,1110,5
MLL-4W5K-1110,1110,99
MLL-5B6F-1110,1110,12
MLL-5F6F-1110,1110,13
MLL-5O6P-1110,1110,9
MLL-5W8W-1110,1110,99
MLL-6F7R-1110,1110,17
MLL-6O7R-1110,1110,12
MLL-6W8V-1110,1110,99
MLL-1F5B-1111,1111,99
MLL-1F5F-1111,1111,13
MLL-1F6F-1111,1111,25
MLL-1F8N-1111,1111,99
MLL-1F8O-1111,1111,99
MLL-1G7V-1111,1111,7
MLL-1R7F-1111,1111,26
MLL-2F4W-1111,1111,17
MLL-2F6N-1111,1111,9
MLL-2G8K-1111,1111,12
MLL-2R5P-1111,1111,99
MLL-2V5F-1111,1111,26
MLL-3O5W-1111,1111,25
MLL-3P7F-1111,1111,99
MLL-3Y5F-1111,1111,99
MLL-3Y5R-1111,1111,99
MLL-4B6B-1111,1111,17
MLL-4F8O-1111,1111,17
MLL-4K5G-1111,1111,99
MLL-4K5O-1111,1111,15
MLL-4V5R-1111,1111,15
MLL-4V7R-1111,1111,21
